cell_type_id	cell_type_label	citation_id	citation_label	citation_url	doi	evidence_level	from_excel	from_gmt	gene	marker_notes	pmid	role	source_gmt	source_type	source_workbook	state_id	state_label	tissue_id	tissue_label
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	ADIPOQ	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	CEBPA	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	CIDEC	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	FABP4	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	FABP5	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	LEP	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	LIPE	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	LPL	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	PLIN1	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_29436e9310ab;citation_89e005ff715f	Emont et al. 2022 Nature, single-cell atlas of human and mouse white adipose tissue; Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health	https://pmc.ncbi.nlm.nih.gov/articles/PMC9504827/; https://link.springer.com/article/10.1186/s12933-024-02549-9		high	true	true	PPARG	Mature lipid-storage adipocyte identity program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_mature_adipocyte_lipid_storage	Mature adipocyte lipid storage	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	ACOX1	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	CIDEA	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	CKMT1A	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	COX7A1	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	DIO2	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	ELOVL3	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	PDK4	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	PPARGC1A	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	PRDM16	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_b4c17b20155a;citation_032958c47aa9	Angueira et al. 2021 Nat Metab, thermogenic perivascular adipose tissue lineage; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://pmc.ncbi.nlm.nih.gov/articles/PMC8136151/; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium_high	true	true	UCP1	Thermogenic/beige-like perivascular adipocyte program.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_thermogenic_beige_pvat_adipocyte	Thermogenic beige pvat adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	ADIPOQ	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	ANGPTL4	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	APLN	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	APOE	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	CFD	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	LEP	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	NAMPT	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	RETN	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	SFRP5	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
adipocyte	Adipocyte	citation_89e005ff715f;citation_032958c47aa9	Queiroz and Sena 2024 Cardiovasc Diabetol, perivascular adipose tissue and cardiovascular health; Adachi et al. 2023 Front Cardiovasc Med, perivascular adipose tissue in vascular pathologies	https://link.springer.com/article/10.1186/s12933-024-02549-9; https://www.frontiersin.org/journals/cardiovascular-medicine/articles/10.3389/fcvm.2023.1151717/full		medium	true	true	VEGFA	Adipokine/vascular signaling program relevant to PVAT paracrine activity.		positive_marker	dat/artery/artery_cell_state_markers.gmt	literature_curated	dat/artery/artery_cell_state_markers.xlsx	artery_adipocyte_vasoactive_adipokine_secretory_adipocyte	Vasoactive adipokine secretory adipocyte	artery	Artery
